gameId,season_year,home_win,home_team,home_last_5_win_pct,home_offensive_average,home_defensive_average,home_last_5_point_diff,away_season_year,away_home_win,away_team,away_last_5_win_pct,away_offensive_average,away_defensive_average,away_last_5_point_diff,win_pct_diff,offense_diff,defense_diff,point_diff_diff
22100546,2022,1,Boston Celtics,0.4,106.4,105.0,1.4,2022,1,Orlando Magic,0.2,103.8,112.8,-9.0,0.2,2.6000000000000085,-7.799999999999997,10.4
22100570,2022,0,Boston Celtics,0.4,107.4,107.0,0.4,2022,0,San Antonio Spurs,0.2,114.6,116.6,-2.0,0.2,-7.199999999999989,-9.599999999999994,2.4
22100595,2022,1,Boston Celtics,0.4,104.6,103.4,1.2,2022,1,New York Knicks,0.6,98.2,99.8,-1.6,-0.19999999999999996,6.3999999999999915,3.6000000000000085,2.8
22100609,2022,1,Boston Celtics,0.6,108.0,100.2,7.8,2022,1,Indiana Pacers,0.2,110.0,112.4,-2.4,0.39999999999999997,-2.0,-12.200000000000003,10.2
22100647,2022,1,Boston Celtics,0.6,104.6,98.4,6.2,2022,1,Chicago Bulls,0.4,114.0,119.6,-5.6,0.19999999999999996,-9.400000000000006,-21.19999999999999,11.8
22100654,2022,1,Boston Celtics,0.8,106.4,99.2,7.2,2022,1,New Orleans Pelicans,0.6,109.6,107.0,2.6,0.20000000000000007,-3.1999999999999886,-7.799999999999997,4.6
22100671,2022,0,Boston Celtics,0.8,107.4,102.6,4.8,2022,0,Charlotte Hornets,0.8,106.4,101.2,5.2,0.0,1.0,1.3999999999999915,-0.40000000000000036
22100688,2022,0,Boston Celtics,0.6,107.6,105.2,2.4,2022,0,Portland Trail Blazers,0.6,105.4,110.0,-4.6,0.0,2.1999999999999886,-4.799999999999997,7.0
22100717,2022,1,Boston Celtics,0.6,108.2,102.2,6.0,2022,1,Sacramento Kings,0.4,124.2,122.8,1.4,0.19999999999999996,-16.0,-20.599999999999994,4.6
22100762,2022,1,Boston Celtics,0.6,109.6,95.2,14.4,2022,1,Miami Heat,0.6,114.4,110.2,4.2,0.0,-4.800000000000011,-15.0,10.2
22100775,2022,1,Boston Celtics,0.8,113.0,91.8,21.2,2022,1,Charlotte Hornets,0.4,113.8,118.6,-4.8,0.4,-0.7999999999999972,-26.799999999999997,26.0
22100842,2022,1,Boston Celtics,1.0,115.8,93.2,22.6,2022,1,Denver Nuggets,0.4,116.0,114.0,2.0,0.6,-0.20000000000000284,-20.799999999999997,20.6
22100856,2022,1,Boston Celtics,1.0,113.0,95.2,17.8,2022,1,Atlanta Hawks,0.4,117.2,118.2,-1.0,0.6,-4.200000000000003,-23.0,18.8
22100875,2022,0,Boston Celtics,1.0,118.0,91.6,26.4,2022,0,Detroit Pistons,0.0,102.2,122.0,-19.8,1.0,15.799999999999997,-30.400000000000006,46.2
22100927,2022,1,Boston Celtics,0.6,119.0,107.4,11.6,2022,1,Atlanta Hawks,0.6,116.8,108.4,8.4,0.0,2.200000000000003,-1.0,3.1999999999999993
22100940,2022,1,Boston Celtics,0.6,113.4,109.6,3.8,2022,1,Memphis Grizzlies,0.6,117.6,113.2,4.4,0.0,-4.199999999999989,-3.6000000000000085,-0.6000000000000005
22100960,2022,1,Boston Celtics,0.8,115.2,108.6,6.6,2022,1,Brooklyn Nets,0.2,108.8,121.4,-12.6,0.6000000000000001,6.400000000000006,-12.800000000000011,19.2
22100997,2022,1,Boston Celtics,0.8,115.0,110.8,4.2,2022,1,Detroit Pistons,0.6,110.6,110.4,0.2,0.20000000000000007,4.400000000000006,0.3999999999999915,4.0
22101014,2022,0,Boston Celtics,1.0,116.4,105.8,10.6,2022,0,Dallas Mavericks,0.8,107.4,107.2,0.2,0.19999999999999996,9.0,-1.4000000000000057,10.4
22101087,2022,1,Boston Celtics,0.8,116.8,101.4,15.4,2022,1,Utah Jazz,0.6,114.2,105.2,9.0,0.20000000000000007,2.5999999999999943,-3.799999999999997,6.4
22101116,2022,1,Boston Celtics,1.0,123.4,101.8,21.6,2022,1,Minnesota Timberwolves,0.6,120.4,110.6,9.8,0.4,3.0,-8.799999999999997,11.8
22101139,2022,0,Boston Celtics,0.8,125.4,110.2,15.2,2022,0,Miami Heat,0.2,106.2,110.4,-4.2,0.6000000000000001,19.200000000000003,-0.20000000000000284,19.4
22101153,2022,1,Boston Celtics,0.6,120.2,110.6,9.6,2022,1,Indiana Pacers,0.0,108.8,126.2,-17.4,0.6,11.400000000000006,-15.600000000000009,27.0
22101166,2022,1,Boston Celtics,0.6,119.4,110.6,8.8,2022,1,Washington Wizards,0.8,115.8,106.4,9.4,-0.20000000000000007,3.6000000000000085,4.199999999999989,-0.5999999999999996
42100111,2022,1,Boston Celtics,0.8,129.8,111.2,18.6,2022,1,Brooklyn Nets,1.0,119.0,108.8,10.2,-0.19999999999999996,10.800000000000011,2.4000000000000057,8.400000000000002
42100112,2022,1,Boston Celtics,0.8,127.2,109.4,17.8,2022,1,Brooklyn Nets,0.8,118.2,110.8,7.4,0.0,9.0,-1.3999999999999915,10.4
42100211,2022,0,Boston Celtics,1.0,118.6,109.2,9.4,2022,0,Milwaukee Bucks,0.8,109.8,95.2,14.6,0.19999999999999996,8.799999999999997,14.0,-5.199999999999999
42100212,2022,1,Boston Celtics,0.8,108.6,107.4,1.2,2022,1,Milwaukee Bucks,0.8,111.4,95.8,15.6,0.0,-2.8000000000000114,11.600000000000009,-14.4
42100215,2022,0,Boston Celtics,0.6,106.2,102.0,4.2,2022,0,Milwaukee Bucks,0.6,102.8,103.0,-0.2,0.0,3.4000000000000057,-1.0,4.4
42100217,2022,1,Boston Celtics,0.6,108.2,100.4,7.8,2022,1,Milwaukee Bucks,0.4,100.4,108.2,-7.8,0.19999999999999996,7.799999999999997,-7.799999999999997,15.6
42100303,2022,0,Boston Celtics,0.6,111.6,101.2,10.4,2022,0,Miami Heat,0.6,109.4,105.0,4.4,0.0,2.1999999999999886,-3.799999999999997,6.0
42100304,2022,1,Boston Celtics,0.6,110.8,101.0,9.8,2022,1,Miami Heat,0.8,109.6,102.4,7.2,-0.20000000000000007,1.2000000000000028,-1.4000000000000057,2.6000000000000005
42100306,2022,0,Boston Celtics,0.6,106.4,98.2,8.2,2022,0,Miami Heat,0.4,98.2,106.4,-8.2,0.19999999999999996,8.200000000000003,-8.200000000000003,16.4
42100403,2022,1,Boston Celtics,0.6,100.8,100.4,0.4,2022,1,Golden State Warriors,0.6,110.6,107.4,3.2,0.0,-9.799999999999997,-7.0,-2.8000000000000003
42100404,2022,0,Boston Celtics,0.6,105.4,104.4,1.0,2022,0,Golden State Warriors,0.4,108.8,110.6,-1.8,0.19999999999999996,-3.3999999999999915,-6.199999999999989,2.8
42100406,2022,0,Boston Celtics,0.4,103.0,105.2,-2.2,2022,0,Golden State Warriors,0.6,105.2,103.0,2.2,-0.19999999999999996,-2.200000000000003,2.200000000000003,-4.4
12200005,2022,1,Boston Celtics,0.2,97.0,104.2,-7.2,2022,1,Charlotte Hornets,0.6,120.6,120.4,0.2,-0.39999999999999997,-23.599999999999994,-16.200000000000003,-7.4
12200020,2022,0,Boston Celtics,0.4,106.2,101.4,4.8,2022,0,Toronto Raptors,0.6,105.0,101.6,3.4,-0.19999999999999996,1.2000000000000028,-0.19999999999998863,1.4
22200001,2022,1,Boston Celtics,0.4,117.8,112.2,5.6,2022,1,Philadelphia 76ers,0.8,108.4,102.0,6.4,-0.4,9.399999999999991,10.200000000000003,-0.8000000000000007
22200072,2022,0,Boston Celtics,0.6,119.8,119.6,0.2,2022,0,Cleveland Cavaliers,0.6,112.2,103.4,8.8,0.0,7.599999999999994,16.19999999999999,-8.600000000000001
22200089,2022,1,Boston Celtics,0.6,117.6,118.6,-1.0,2022,1,Washington Wizards,0.6,112.0,110.0,2.0,0.0,5.599999999999994,8.599999999999994,-3.0
22200124,2022,1,Boston Celtics,0.4,115.2,116.0,-0.8,2022,1,Chicago Bulls,0.6,114.2,107.8,6.4,-0.19999999999999996,1.0,8.200000000000003,-7.2
22200163,2022,1,Boston Celtics,0.8,118.0,110.2,7.8,2022,1,Detroit Pistons,0.4,105.4,111.0,-5.6,0.4,12.599999999999994,-0.7999999999999972,13.399999999999999
22200176,2022,1,Boston Celtics,0.8,121.2,113.8,7.4,2022,1,Denver Nuggets,0.8,119.0,112.0,7.0,0.0,2.200000000000003,1.7999999999999972,0.40000000000000036
22200201,2022,1,Boston Celtics,1.0,123.6,111.2,12.4,2022,1,Oklahoma City Thunder,0.4,121.2,120.8,0.4,0.6,2.3999999999999915,-9.599999999999994,12.0
22200264,2022,1,Boston Celtics,0.8,118.6,112.2,6.4,2022,1,Dallas Mavericks,0.6,107.2,102.2,5.0,0.20000000000000007,11.399999999999991,10.0,1.4000000000000004
22200275,2022,1,Boston Celtics,0.8,120.2,113.0,7.2,2022,1,Sacramento Kings,0.8,127.8,117.2,10.6,0.0,-7.599999999999994,-4.200000000000003,-3.3999999999999995
22200294,2022,1,Boston Celtics,0.8,119.4,109.4,10.0,2022,1,Washington Wizards,0.4,109.0,110.4,-1.4,0.4,10.400000000000006,-1.0,11.4
22200301,2022,1,Boston Celtics,0.8,120.2,113.4,6.8,2022,1,Charlotte Hornets,0.4,110.8,114.4,-3.6,0.4,9.400000000000006,-1.0,10.4
22200314,2022,1,Boston Celtics,0.8,124.8,112.6,12.2,2022,1,Miami Heat,0.6,103.4,105.6,-2.2,0.20000000000000007,21.39999999999999,7.0,14.399999999999999
22200328,2022,0,Boston Celtics,1.0,130.2,112.6,17.6,2022,0,Miami Heat,0.6,110.2,109.8,0.4,0.4,19.999999999999986,2.799999999999997,17.200000000000003
22200430,2022,0,Boston Celtics,0.6,112.6,112.4,0.2,2022,0,Orlando Magic,0.8,115.4,110.4,5.0,-0.20000000000000007,-2.8000000000000114,2.0,-4.8
22200445,2022,0,Boston Celtics,0.4,111.2,113.8,-2.6,2022,0,Orlando Magic,1.0,118.4,110.4,8.0,-0.6,-7.200000000000003,3.3999999999999915,-10.6
22200469,2022,0,Boston Celtics,0.2,104.6,113.2,-8.6,2022,0,Indiana Pacers,0.2,111.6,113.8,-2.2,0.0,-7.0,-0.5999999999999943,-6.3999999999999995
22200482,2022,1,Boston Celtics,0.2,105.6,112.0,-6.4,2022,1,Minnesota Timberwolves,0.6,113.0,109.0,4.0,-0.39999999999999997,-7.400000000000006,3.0,-10.4
22200495,2022,1,Boston Celtics,0.4,111.2,111.2,0.0,2022,1,Milwaukee Bucks,0.4,111.6,118.0,-6.4,0.0,-0.3999999999999915,-6.799999999999997,6.4
22200507,2022,1,Boston Celtics,0.4,114.6,111.2,3.4,2022,1,Houston Rockets,0.2,109.8,115.4,-5.6,0.2,4.799999999999997,-4.200000000000003,9.0
22200525,2022,1,Boston Celtics,0.6,118.0,108.2,9.8,2022,1,Los Angeles Clippers,0.8,121.6,112.2,9.4,-0.20000000000000007,-3.5999999999999943,-4.0,0.40000000000000036
22200606,2023,1,Boston Celtics,0.6,117.8,118.8,-1.0,2023,1,Chicago Bulls,0.6,121.8,118.0,3.8,0.0,-4.0,0.7999999999999972,-4.8
22200621,2023,1,Boston Celtics,0.6,116.0,116.6,-0.6,2023,1,New Orleans Pelicans,0.4,116.2,115.0,1.2,0.19999999999999996,-0.20000000000000284,1.5999999999999943,-1.7999999999999998
22200679,2023,1,Boston Celtics,1.0,118.6,107.0,11.6,2023,1,Golden State Warriors,0.4,120.6,120.6,0.0,0.6,-2.0,-13.599999999999994,11.6
22200730,2023,0,Boston Celtics,0.6,110.0,110.2,-0.2,2023,0,New York Knicks,0.2,114.2,121.2,-7.0,0.39999999999999997,-4.200000000000003,-11.0,6.8
22200749,2023,1,Boston Celtics,0.4,107.4,110.6,-3.2,2023,1,Los Angeles Lakers,0.6,116.4,117.2,-0.8,-0.19999999999999996,-9.0,-6.6000000000000085,-2.4000000000000004
22200772,2023,1,Boston Celtics,0.4,108.2,111.2,-3.0,2023,1,Brooklyn Nets,0.6,123.6,120.4,3.2,-0.19999999999999996,-15.399999999999991,-9.200000000000003,-6.2
22200788,2023,0,Boston Celtics,0.4,114.8,109.6,5.2,2023,0,Phoenix Suns,0.6,113.0,110.4,2.6,-0.19999999999999996,1.7999999999999972,-0.8000000000000114,2.6
22200824,2023,1,Boston Celtics,0.6,117.2,108.4,8.8,2023,1,Philadelphia 76ers,0.6,114.8,113.0,1.8,0.0,2.4000000000000057,-4.599999999999994,7.000000000000001
22200838,2023,1,Boston Celtics,0.8,115.0,104.2,10.8,2023,1,Charlotte Hornets,0.0,108.4,118.6,-10.2,0.8,6.599999999999994,-14.399999999999991,21.0
22200855,2023,1,Boston Celtics,0.8,115.4,103.2,12.2,2023,1,Memphis Grizzlies,0.4,112.0,110.4,1.6,0.4,3.4000000000000057,-7.200000000000003,10.6
22200877,2023,1,Boston Celtics,0.8,117.6,110.8,6.8,2023,1,Detroit Pistons,0.2,108.0,118.0,-10.0,0.6000000000000001,9.599999999999994,-7.200000000000003,16.8
22200935,2023,1,Boston Celtics,0.6,119.6,118.8,0.8,2023,1,Cleveland Cavaliers,0.4,115.0,114.2,0.8,0.19999999999999996,4.599999999999994,4.599999999999994,0.0
22200948,2023,0,Boston Celtics,0.8,118.0,115.2,2.8,2023,0,Brooklyn Nets,0.2,110.4,125.0,-14.6,0.6000000000000001,7.599999999999994,-9.799999999999997,17.4
22200969,2023,0,Boston Celtics,0.6,113.6,116.4,-2.8,2023,0,New York Knicks,1.0,123.2,109.4,13.8,-0.4,-9.600000000000009,7.0,-16.6
22200986,2023,1,Boston Celtics,0.2,111.8,117.2,-5.4,2023,1,Portland Trail Blazers,0.4,111.6,119.2,-7.6,-0.2,0.20000000000000284,-2.0,2.1999999999999993
22201097,2023,1,Boston Celtics,0.6,117.6,110.4,7.2,2023,1,Indiana Pacers,0.4,116.8,122.0,-5.2,0.19999999999999996,0.7999999999999972,-11.599999999999994,12.4
22201116,2023,1,Boston Celtics,0.8,119.8,107.2,12.6,2023,1,San Antonio Spurs,0.2,109.6,125.8,-16.2,0.6000000000000001,10.200000000000003,-18.599999999999994,28.799999999999997
22201152,2023,1,Boston Celtics,0.8,128.0,105.2,22.8,2023,1,Utah Jazz,0.2,115.0,125.2,-10.2,0.6000000000000001,13.0,-20.0,33.0
22201192,2023,1,Boston Celtics,0.6,122.2,107.8,14.4,2023,1,Toronto Raptors,0.8,115.6,104.2,11.4,-0.20000000000000007,6.6000000000000085,3.5999999999999943,3.0
22201206,2023,1,Boston Celtics,0.6,114.2,107.8,6.4,2023,1,Toronto Raptors,0.6,111.4,102.8,8.6,0.0,2.799999999999997,5.0,-2.1999999999999993
22201216,2023,1,Boston Celtics,0.8,116.2,102.2,14.0,2023,1,Atlanta Hawks,0.6,125.4,122.2,3.2,0.20000000000000007,-9.200000000000003,-20.0,10.8
42200111,2023,1,Boston Celtics,0.8,112.2,105.2,7.0,2023,1,Atlanta Hawks,0.6,123.6,116.4,7.2,0.20000000000000007,-11.399999999999991,-11.200000000000003,-0.20000000000000018
42200112,2023,1,Boston Celtics,0.8,110.2,102.2,8.0,2023,1,Atlanta Hawks,0.4,118.8,117.8,1.0,0.4,-8.599999999999994,-15.599999999999994,7.0
42200115,2023,0,Boston Celtics,0.8,120.4,114.0,6.4,2023,0,Atlanta Hawks,0.4,114.4,117.4,-3.0,0.4,6.0,-3.4000000000000057,9.4
42200211,2023,0,Boston Celtics,0.6,123.0,119.2,3.8,2023,0,Philadelphia 76ers,1.0,109.8,95.0,14.8,-0.4,13.200000000000003,24.200000000000003,-11.0
42200212,2023,1,Boston Celtics,0.4,122.2,121.8,0.4,2023,1,Philadelphia 76ers,1.0,106.8,97.0,9.8,-0.6,15.400000000000006,24.799999999999997,-9.4
42200215,2023,0,Boston Celtics,0.6,118.6,108.8,9.8,2023,0,Philadelphia 76ers,0.6,104.0,110.6,-6.6,0.0,14.599999999999994,-1.7999999999999972,16.4
42200217,2023,1,Boston Celtics,0.6,109.6,101.2,8.4,2023,1,Philadelphia 76ers,0.4,101.2,109.6,-8.4,0.19999999999999996,8.399999999999991,-8.399999999999991,16.8
42200301,2023,0,Boston Celtics,0.6,107.8,101.4,6.4,2023,0,Miami Heat,0.6,103.6,100.4,3.2,0.0,4.200000000000003,1.0,3.2
42200302,2023,0,Boston Celtics,0.4,108.2,105.6,2.6,2023,0,Miami Heat,0.8,107.2,101.4,5.8,-0.4,1.0,4.199999999999989,-3.1999999999999997
42200305,2023,1,Boston Celtics,0.4,110.2,109.8,0.4,2023,1,Miami Heat,0.8,111.4,106.2,5.2,-0.4,-1.2000000000000028,3.5999999999999943,-4.8
42200307,2023,0,Boston Celtics,0.6,107.4,107.6,-0.2,2023,0,Miami Heat,0.4,107.6,107.4,0.2,0.19999999999999996,-0.19999999999998863,0.19999999999998863,-0.4
12300006,2023,1,Boston Celtics,0.6,103.2,106.0,-2.8,2023,1,Philadelphia 76ers,0.4,101.4,107.8,-6.4,0.19999999999999996,1.7999999999999972,-1.7999999999999972,3.6000000000000005
12300051,2023,1,Boston Celtics,0.6,104.2,105.4,-1.2,2023,1,New York Knicks,0.4,106.2,107.2,-1.0,0.19999999999999996,-2.0,-1.7999999999999972,-0.19999999999999996
22300080,2023,1,Boston Celtics,0.8,115.4,105.6,9.8,2023,1,Miami Heat,0.4,109.4,112.6,-3.2,0.4,6.0,-7.0,13.0
22300118,2023,1,Boston Celtics,1.0,120.6,106.2,14.4,2023,1,Indiana Pacers,0.8,119.6,112.2,7.4,0.19999999999999996,1.0,-6.0,7.0
22300010,2023,1,Boston Celtics,0.6,123.4,109.0,14.4,2023,1,Brooklyn Nets,0.6,111.4,111.6,-0.2,0.0,12.0,-2.5999999999999943,14.6
22300174,2023,1,Boston Celtics,0.6,122.4,109.0,13.4,2023,1,Toronto Raptors,0.6,114.0,111.2,2.8,0.0,8.400000000000006,-2.200000000000003,10.600000000000001
22300188,2023,1,Boston Celtics,0.6,114.8,107.0,7.8,2023,1,New York Knicks,0.6,112.0,102.8,9.2,0.0,2.799999999999997,4.200000000000003,-1.3999999999999995
22300228,2023,1,Boston Celtics,0.8,111.8,106.2,5.6,2023,1,Milwaukee Bucks,1.0,130.0,114.8,15.2,-0.19999999999999996,-18.200000000000003,-8.599999999999994,-9.6
22300246,2023,1,Boston Celtics,0.6,108.6,111.0,-2.4,2023,1,Atlanta Hawks,0.4,133.0,130.4,2.6,0.19999999999999996,-24.400000000000006,-19.400000000000006,-5.0
22300053,2023,1,Boston Celtics,0.6,109.6,110.6,-1.0,2023,1,Chicago Bulls,0.2,104.2,114.0,-9.8,0.39999999999999997,5.3999999999999915,-3.4000000000000057,8.8
22300275,2023,1,Boston Celtics,0.6,114.0,110.0,4.0,2023,1,Philadelphia 76ers,0.4,119.4,115.0,4.4,0.19999999999999996,-5.400000000000006,-5.0,-0.40000000000000036
22301227,2023,1,Boston Celtics,0.6,114.0,110.8,3.2,2023,1,New York Knicks,0.6,117.4,114.2,3.2,0.0,-3.4000000000000057,-3.4000000000000057,0.0
22300305,2023,1,Boston Celtics,0.8,121.4,112.8,8.6,2023,1,Cleveland Cavaliers,0.6,106.2,103.6,2.6,0.20000000000000007,15.200000000000003,9.200000000000003,6.0
22300319,2023,1,Boston Celtics,0.8,122.8,114.8,8.0,2023,1,Cleveland Cavaliers,0.6,109.8,107.0,2.8,0.20000000000000007,13.0,7.799999999999997,5.2
22300329,2023,1,Boston Celtics,0.8,121.2,116.8,4.4,2023,1,Orlando Magic,0.6,113.8,112.0,1.8,0.20000000000000007,7.400000000000006,4.799999999999997,2.6000000000000005
22300344,2023,1,Boston Celtics,0.8,121.8,115.2,6.6,2023,1,Orlando Magic,0.4,110.0,112.6,-2.6,0.4,11.799999999999997,2.6000000000000085,9.2
22300421,2023,1,Boston Celtics,0.8,131.0,114.2,16.8,2023,1,Detroit Pistons,0.0,115.2,127.8,-12.6,0.8,15.799999999999997,-13.599999999999994,29.4
22300432,2023,1,Boston Celtics,0.8,133.8,119.2,14.6,2023,1,Toronto Raptors,0.4,116.0,112.2,3.8,0.4,17.80000000000001,7.0,10.8
22300479,2024,1,Boston Celtics,0.8,126.2,116.6,9.6,2024,1,Utah Jazz,0.8,126.6,115.4,11.2,0.0,-0.3999999999999915,1.1999999999999886,-1.5999999999999996
22300517,2024,1,Boston Celtics,0.6,126.4,111.8,14.6,2024,1,Minnesota Timberwolves,0.4,111.0,106.2,4.8,0.19999999999999996,15.400000000000006,5.599999999999994,9.8
22300542,2024,1,Boston Celtics,0.6,120.8,117.2,3.6,2024,1,Houston Rockets,0.4,110.2,116.8,-6.6,0.19999999999999996,10.599999999999994,0.4000000000000057,10.2
22300571,2024,1,Boston Celtics,0.6,122.0,119.4,2.6,2024,1,San Antonio Spurs,0.4,119.0,111.0,8.0,0.19999999999999996,3.0,8.400000000000006,-5.4
22300586,2024,0,Boston Celtics,0.8,119.2,112.4,6.8,2024,0,Denver Nuggets,0.6,121.0,117.2,3.8,0.20000000000000007,-1.7999999999999972,-4.799999999999997,3.0
22300646,2024,0,Boston Celtics,0.8,119.0,105.4,13.6,2024,0,Los Angeles Clippers,0.8,122.4,112.6,9.8,0.0,-3.4000000000000057,-7.199999999999989,3.799999999999999
22300659,2024,1,Boston Celtics,0.6,114.8,108.8,6.0,2024,1,New Orleans Pelicans,0.4,118.8,121.4,-2.6,0.19999999999999996,-4.0,-12.600000000000009,8.6
22300670,2024,1,Boston Celtics,0.8,118.4,110.8,7.6,2024,1,Indiana Pacers,0.6,120.4,118.8,1.6,0.20000000000000007,-2.0,-8.0,6.0
22300684,2024,0,Boston Celtics,0.8,121.0,114.2,6.8,2024,0,Los Angeles Lakers,0.4,128.6,135.2,-6.6,0.4,-7.599999999999994,-20.999999999999986,13.399999999999999
22300706,2024,1,Boston Celtics,0.6,118.2,115.0,3.2,2024,1,Memphis Grizzlies,0.2,102.6,110.8,-8.2,0.39999999999999997,15.600000000000009,4.200000000000003,11.399999999999999
22300729,2024,1,Boston Celtics,0.6,115.8,111.2,4.6,2024,1,Atlanta Hawks,0.8,135.6,130.0,5.6,-0.20000000000000007,-19.799999999999997,-18.799999999999997,-1.0
22300743,2024,1,Boston Celtics,0.8,121.6,111.6,10.0,2024,1,Washington Wizards,0.2,109.4,120.4,-11.0,0.6000000000000001,12.199999999999989,-8.800000000000011,21.0
22300780,2024,1,Boston Celtics,1.0,123.4,110.6,12.8,2024,1,Brooklyn Nets,0.2,106.6,113.4,-6.8,0.8,16.80000000000001,-2.8000000000000114,19.6
22300836,2024,1,Boston Celtics,1.0,121.8,103.2,18.6,2024,1,Philadelphia 76ers,0.4,105.0,111.2,-6.2,0.6,16.799999999999997,-8.0,24.8
22300859,2024,1,Boston Celtics,1.0,123.2,101.8,21.4,2024,1,Dallas Mavericks,0.6,121.0,117.0,4.0,0.4,2.200000000000003,-15.200000000000003,17.4
22300872,2024,1,Boston Celtics,1.0,127.2,101.8,25.4,2024,1,Golden State Warriors,0.8,110.6,103.8,6.8,0.19999999999999996,16.60000000000001,-2.0,18.599999999999998
22300955,2024,1,Boston Celtics,0.6,114.8,106.6,8.2,2024,1,Phoenix Suns,0.6,114.2,113.2,1.0,0.0,0.5999999999999943,-6.6000000000000085,7.199999999999999
22300984,2024,1,Boston Celtics,1.0,123.6,105.8,17.8,2024,1,Detroit Pistons,0.4,109.4,111.0,-1.6,0.6,14.199999999999989,-5.200000000000003,19.400000000000002
22300998,2024,1,Boston Celtics,1.0,124.0,103.2,20.8,2024,1,Milwaukee Bucks,0.6,118.8,120.6,-1.8,0.4,5.200000000000003,-17.39999999999999,22.6
22301105,2024,1,Boston Celtics,0.6,117.2,110.4,6.8,2024,1,Oklahoma City Thunder,0.6,118.2,113.6,4.6,0.0,-1.0,-3.1999999999999886,2.2
22301118,2024,1,Boston Celtics,0.6,119.4,107.8,11.6,2024,1,Sacramento Kings,0.4,108.8,112.0,-3.2,0.19999999999999996,10.600000000000009,-4.200000000000003,14.8
22301134,2024,1,Boston Celtics,0.8,116.0,103.8,12.2,2024,1,Portland Trail Blazers,0.4,97.6,110.8,-13.2,0.4,18.400000000000006,-7.0,25.4
22301167,2024,0,Boston Celtics,0.8,113.8,103.0,10.8,2024,0,New York Knicks,0.6,113.8,110.4,3.4,0.20000000000000007,0.0,-7.400000000000006,7.4
22301173,2024,1,Boston Celtics,0.6,112.0,105.8,6.2,2024,1,Charlotte Hornets,0.4,109.4,113.8,-4.4,0.19999999999999996,2.5999999999999943,-8.0,10.600000000000001
22301186,2024,1,Boston Celtics,0.6,111.2,105.4,5.8,2024,1,Washington Wizards,0.0,118.4,124.4,-6.0,0.6,-7.200000000000003,-19.0,11.8
42300101,2024,1,Boston Celtics,0.6,117.4,109.8,7.6,2024,1,Miami Heat,0.6,110.2,102.6,7.6,0.0,7.200000000000003,7.200000000000003,0.0
42300102,2024,0,Boston Celtics,0.6,115.4,107.2,8.2,2024,0,Miami Heat,0.6,110.6,103.2,7.4,0.0,4.800000000000011,4.0,0.7999999999999989
42300105,2024,1,Boston Celtics,0.8,110.6,99.8,10.8,2024,1,Miami Heat,0.4,97.8,102.4,-4.6,0.4,12.799999999999997,-2.6000000000000085,15.4
42300201,2024,1,Boston Celtics,0.8,107.8,92.2,15.6,2024,1,Cleveland Cavaliers,0.4,95.6,106.6,-11.0,0.4,12.200000000000003,-14.399999999999991,26.6
42300202,2024,0,Boston Celtics,0.8,109.0,92.4,16.6,2024,0,Cleveland Cavaliers,0.4,98.0,106.4,-8.4,0.4,11.0,-14.0,25.0
42300205,2024,1,Boston Celtics,0.8,109.4,98.4,11.0,2024,1,Cleveland Cavaliers,0.4,102.8,104.6,-1.8,0.4,6.6000000000000085,-6.199999999999989,12.8
42300301,2024,1,Boston Celtics,0.8,108.4,101.2,7.2,2024,1,Indiana Pacers,0.8,113.8,105.6,8.2,0.0,-5.3999999999999915,-4.3999999999999915,-0.9999999999999991
42300302,2024,1,Boston Celtics,0.8,111.0,107.8,3.2,2024,1,Indiana Pacers,0.6,117.2,111.0,6.2,0.20000000000000007,-6.200000000000003,-3.200000000000003,-3.0
42300401,2024,1,Boston Celtics,1.0,118.2,109.8,8.4,2024,1,Dallas Mavericks,0.8,111.4,105.6,5.8,0.19999999999999996,6.799999999999997,4.200000000000003,2.6000000000000005
42300402,2024,1,Boston Celtics,1.0,117.0,108.0,9.0,2024,1,Dallas Mavericks,0.6,107.6,106.0,1.6,0.4,9.400000000000006,2.0,7.4
42300405,2024,1,Boston Celtics,0.8,101.4,102.0,-0.6,2024,1,Dallas Mavericks,0.4,106.4,101.0,5.4,0.4,-5.0,1.0,-6.0
12400005,2024,1,Boston Celtics,0.8,101.6,102.0,-0.4,2024,1,Denver Nuggets,0.4,98.0,104.8,-6.8,0.4,3.5999999999999943,-2.799999999999997,6.3999999999999995
12400036,2024,1,Boston Celtics,0.8,106.6,103.2,3.4,2024,1,Philadelphia 76ers,0.4,111.0,111.2,-0.2,0.4,-4.400000000000006,-8.0,3.6
12400042,2024,1,Boston Celtics,0.8,113.2,101.2,12.0,2024,1,Toronto Raptors,0.2,105.6,112.0,-6.4,0.6000000000000001,7.6000000000000085,-10.799999999999997,18.4
22400061,2024,1,Boston Celtics,0.8,121.8,105.2,16.6,2024,1,New York Knicks,0.8,114.2,107.2,7.0,0.0,7.599999999999994,-2.0,9.600000000000001
22400104,2024,1,Boston Celtics,0.8,122.2,111.8,10.4,2024,1,Milwaukee Bucks,0.4,108.6,114.6,-6.0,0.4,13.600000000000009,-2.799999999999997,16.4
22400172,2024,0,Boston Celtics,0.8,122.2,109.6,12.6,2024,0,Golden State Warriors,0.8,116.8,108.0,8.8,0.0,5.400000000000006,1.5999999999999943,3.799999999999999
